seed,count,less_count
503,18000,18074
503,18500,19030
503,19000,19207
503,19500,19743
503,19900,20093
480,200,236
480,300,319
480,400,409
480,500,481
480,600,581
480,700,685
480,800,790
480,900,882
480,1000,988
480,1500,1493
480,2000,2091
480,2500,2548
480,3000,3108
480,3500,3436
480,4000,3935
480,4500,4375
480,5000,4855
480,5500,5354
480,6000,5933
480,6500,6474
480,7000,6906
480,7500,7410
480,8000,7961
480,8500,8353
480,9000,8940
480,9500,9480
480,10000,10067
480,10500,10386
480,11000,10999
480,11500,11531
480,12000,12140
480,12500,12518
480,13000,13090
480,13500,13588
480,14000,13923
480,14500,14609
480,15000,15212
480,15500,15548
480,16000,16108
480,16500,16901
480,17000,17041
480,17500,17579
480,18000,18157
480,18500,18741
480,19000,18762
480,19500,19545
480,19900,20335
408,200,157
408,300,267
408,400,371
408,500,493
408,600,580
408,700,644
408,800,797
408,900,891
408,1000,965
408,1500,1458
408,2000,1920
408,2500,2461
408,3000,2863
408,3500,3310
408,4000,3693
408,4500,4318
408,5000,4749
408,5500,5386
408,6000,5874
408,6500,6473
408,7000,6918
408,7500,7476
408,8000,7838
408,8500,8421
408,9000,8942
408,9500,9351
408,10000,9929
408,10500,10499
408,11000,11028
408,11500,11690
408,12000,12109
408,12500,12650
408,13000,13116
408,13500,13777
408,14000,14301
408,14500,14670
408,15000,15230
408,15500,15556
408,16000,16185
408,16500,16831
408,17000,17094
408,17500,17578
408,18000,18236
408,18500,18774
408,19000,19155
408,19500,19724
408,19900,20175
714,200,211
714,300,258
714,400,344
714,500,476
714,600,524
714,700,584
714,800,682
714,900,781
714,1000,891
714,1500,1420
714,2000,1863
714,2500,2397
714,3000,2942
714,3500,3431
714,4000,3896
714,4500,4451
714,5000,4894
714,5500,5503
714,6000,6005
714,6500,6504
714,7000,7014
714,7500,7652
714,8000,8186
714,8500,8532
714,9000,8983
714,9500,9575
714,10000,10004
714,10500,10372
714,11000,11127
714,11500,11459
714,12000,12009
714,12500,12370
714,13000,13034
714,13500,13538
714,14000,14060
714,14500,14596
714,15000,15012
714,15500,15608
714,16000,16121
714,16500,16676
714,17000,17098
714,17500,17736
714,18000,18269
714,18500,18851
714,19000,19189
714,19500,19622
714,19900,20080
323,200,195
323,300,323
323,400,387
323,500,471
323,600,551
323,700,723
323,800,810
323,900,884
323,1000,1038
323,1500,1477
323,2000,1980
323,2500,2543
323,3000,3063
323,3500,3487
323,4000,4026
323,4500,4515
323,5000,4993
323,5500,5549
323,6000,6020
323,6500,6484
323,7000,6948
323,7500,7479
323,8000,7921
323,8500,8585
323,9000,9166
323,9500,9681
323,10000,10142
323,10500,10573
323,11000,11127
323,11500,11625
323,12000,12153
323,12500,12690
323,13000,13177
323,13500,13729
323,14000,14312
323,14500,14665
323,15000,15191
323,15500,15844
323,16000,16039
323,16500,16920
323,17000,17147
323,17500,17742
