user_id,disagree,total
1,0,4
2,3,58
3,0,4
4,0,6
5,12,180
6,47,792
7,25,539
8,0,4
9,5,106
10,3,44
11,0,4
12,7,88
13,3,34
14,0,4
15,3,47
16,1,29
17,50,798
18,2,29
19,0,4
20,33,606
21,29,569
22,11,151
23,4,73
24,12,194
25,32,577
26,28,398
27,4,53
28,8,155
29,28,609
30,32,432
31,44,791
32,53,794
33,1,12
34,29,486
35,14,281
36,0,4
37,0,6
38,37,500
39,1,4
40,35,722
41,35,509
42,45,573
43,1,17
44,5,54
45,7,146
46,0,13
47,1,19
48,10,122
49,0,4
50,9,168
51,0,4
52,11,249
53,40,731
