userNumber,modern,playful,clumsy,sharp,graceful,angular,strong,attention-grabbing,artistic,attractive,complex,calm,friendly,happy,legible,sloppy,warm,delicate,charming,formal,wide,disorderly,gentle,technical,boring,pretentious,bad,dramatic,thin,fresh,soft
24,0.7307715007254518,1.0000000006912848,0.7379508878077046,2.409741199255356e-8,0.8468122621218184,1.0000000050835172,1.000000005040273,1.0000000040016819,1.0000000043812902,0.4884143846663586,0.7029280631532063,0.9057123432716715,0.6040413463178578,1.0000000012822068,0.9999999982742085,0.9225994633362941,-5.586849090016359e-10,0.5663595375372736,0.9999999964657226,0.15054988790980905,0.8671651488658331,0.9999999752800487,0.9095334403983101,0.9999999990918406,0.8915542902138677,0.6155165570006591,0.8338932895495396,1.0000000036377927,1.0000000023824342,0.5460273869250366,0.9999999993109888
25,0.7181023654864037,0.7339315860364912,0.848185751177113,0.7693677256422928,0.750312976365387,0.7380181220534203,0.9459100631831112,0.7221001384199435,0.745849649979846,0.7459879237543221,0.5372469355063015,0.6156712214871247,0.5796210136082486,0.621263796404616,0.6013325777736287,0.7969065047166205,0.6166726736052652,0.4932567022640129,0.7571156625705413,0.5476268387794911,1.0000000077190816,0.6459506056250314,0.42288092145536466,0.6449683598641333,0.6254393422464094,0.7215820427092088,0.713968925198481,0.7419389910032215,1.000000008745406,0.6234571481575767,0.6227271141822299
26,0.8926210472885685,1.0000000067147061,0.8811788838860595,0.1395137709692922,0.6001178585730663,0.8395217546022558,0.9801088144990144,0.8893785534563402,0.8064214442288408,0.9999999975330366,0.8487067752311784,1.0000000071102735,0.2539625685907894,0.9327123138875427,0.2988706201893936,0.7536853643326916,0.7543049450440616,0.23195038236116783,0.8347941249772486,0.31577695788332444,0.7621484467833082,0.8780329902206867,0.22987451416228202,0.9652803770909759,0.20579561180642006,0.8891063506953925,0.6475966605761136,0.8470096260857236,0.9942456913256875,0.8411475936760933,0.9671415670060414
27,0.9999999354057185,,0.9999999186376276,,0.9999999190909247,,,,,,,,8.090907528925915e-8,,8.090907528925911e-8,,,,,0.999999873135176,,0.9999999633435775,0.9999999190909247,0.9999999370183087,,4.677395214731709e-8,,0.9999999190909247,0.9999999190909247,,
28,0.4062102186204613,0.4134334048730171,0.6565529469675252,0.1883845041330407,0.6053789369308398,0.8792033426496452,0.9273029307961196,0.45382297579207476,0.6836041912294271,0.6906265766378478,0.7315438042016379,0.5768484615798195,0.8273176165636973,0.48800214903709654,0.9197660380593333,0.7524732156014529,0.6083991600572922,0.7586492531415673,0.7257532178607395,0.7808297920541407,0.8476930883190961,0.7826484830482536,0.5484803583114455,0.23011641947552386,0.4870403097860464,0.6234525715214073,0.6365528327724772,0.5188776826935274,0.968136102335902,1.000000005622359,0.939442967931903
29,0.5489980529841616,0.8241713905768251,0.22741503288853818,0.9616009000610923,0.5904723323804311,0.9269021820635363,0.9025347440301418,0.7835404189586246,0.8247614768252592,0.7816329425874229,0.8594153350785447,0.6856034543516987,0.9022714792132511,0.8646529885508254,1.0000000066869832,0.8968204390511424,0.6313961532209518,0.9693494219203049,0.6920252574794824,0.9307705511979348,0.9142315113834144,0.8973250713815273,0.7171539783281685,0.3026168903914701,0.48235876781482157,0.4638422141902915,0.5447482870942094,0.7160084461565742,1.0000000087329333,0.8167026806908639,0.8712695471246452
30,0.9999998844130714,1.8416645520905524e-7,0.9999999190909247,0.999999979238904,0.9999999645454581,0.9999999636021841,0.9999998897287024,0.9999999190909247,0.9999999521830532,0.5556839956260311,0.9999999822073022,0.409297525983677,0.9999999654786079,0.9999999190905975,0.9999999836497205,5.1347012244165764e-8,0.999999963209618,0.6666666565656576,0.9999999190909247,,0.9999999592981604,0.5000000002497312,0.9999999645454581,3.9133163298643885e-8,0.9999999190909247,0.44586840391870675,0.4994000107439045,0.9999999632243682,,0.999999914295947,0.9999999190909247
31,0.9999999770911938,,,0.9999999789368362,0.9999999073218399,0.9999998725738817,0.9999999918181137,,0.9999999762535634,0.7591212449262156,0.9999999115900933,0.35711693222646584,0.9999999870213806,0.9999999773900116,8.090907560037532e-8,0.9999999515260442,0.9999999625064411,0.9999999796969712,0.9999999190909247,0.9999999190909246,0.506614384441038,0.9999999190909247,,0.9999999633047437,0.9999999865195646,0.9999999598576469,0.9999999083111676,,0.9999999190909247,0.9999999190909247,0.9999999582158094
32,1.000000000754769,0.7896351432639142,0.7483707396450858,1.0000000025134717,0.7791591756736216,1.0000000038960106,1.0000000042318944,0.6169330567866631,1.0000000056240461,0.9120070983268393,0.9470264051537358,0.7206203868528483,0.7793614956522249,0.9285010574164861,0.7200225357740728,0.9999999982808829,0.5427617345776594,1.000000002479377,0.9239460797838417,1.0000000029215437,0.9999999569622202,0.688174738319577,0.7276454625535487,0.9211667491660166,1.0000000059437866,0.999999997792559,0.5078351296488706,0.9246609209642661,1.0000000033762348,0.8523166789342436,0.9999999935902966
33,0.8374172102516504,1.0000000088929673,0.9779728851530464,0.82167294963168,0.6140791655201976,0.21772828190782478,1.000000009123253,0.9501566927194249,1.0000000083213771,0.8944489991990302,1.0000000087823016,1.0000000073781676,0.7590878494748532,0.8762792477586421,0.8488820640255482,0.8503228874351413,0.9332311599139111,0.35822193381244155,0.6150328420090632,0.9320719550784364,0.8782954132265582,0.9478475834513452,0.8910147864413748,1.0000000086607,0.8699016444265891,0.7816112726066473,0.9028184611291787,1.000000000770353,1.0000000092741481,0.5166892992824912,0.9665606925216359
34,0.7785288254111244,0.8420371396464528,0.82918882445526,0.4108778123814563,0.7071336569681355,0.1726704332206719,1.0000000087721719,0.6221589685503464,0.9257627093365103,0.6850930389529877,0.9769183057467355,1.0000000067230537,0.5697669619729748,0.6797846612204509,0.8238245343868912,0.9104859667704478,0.5915190703833857,0.9824871527633546,0.7499587556410036,0.9646042050268889,0.9583568352077747,0.7272504616882084,0.9840849367928814,0.9443299915231402,0.5400461214595552,0.8295741337059167,0.8440863691274502,0.9123878006238617,1.000000009030094,0.9095013068461237,1.0000000067616053
35,0.8523856757396909,0.9999999904977354,0.380942611777561,0.6719312047188188,0.7165568739750332,1.0000000030815173,1.0000000034276992,1.0000000054171396,0.9387956830996405,0.9420999291628291,0.9999999998958644,1.0000000030738558,0.5507429754024211,1.0000000007886247,0.523708665156356,0.44304288471970676,0.5345841783704416,1.0000000062733603,1.0000000044585984,0.8101640065282623,0.7898224613481036,0.555812050820256,0.9438287325892338,0.4361895512326658,0.889673468880861,0.48036623112261145,0.8473750701182937,0.8677619138015353,1.0000000038417058,0.3457481050093641,1.0000000022534132
36,2.5904560274770842e-8,0.652122236701428,0.9999999645454581,,1.106949090954314e-8,0.9999999242755431,0.4953572118202268,0.9999999645454581,0.9999999190909247,0.5378509358909155,0.9999999604750014,0.9999999639726447,0.9999999615765568,,0.9999999666216152,0.3683005034753047,0.9999999796969712,0.9999999575135567,0.9999999645454581,2.7180299525005078e-8,0.9999999323153894,0.794836414112001,0.9999999796969712,2.7425989361885314e-8,0.2500000009212788,0.4438850213278278,0.32387157948025613,0.999999961450387,0.9999999985275864,0.9999999190909247,0.7102382248877915
37,0.39899716577828,0.9999999190909247,0.999999919090914,,0.9999999645454581,,,0.9999999190909247,0.6941331676530513,0.9999999629803222,,0.39504147217595464,0.9999999190909247,0.9999999190909247,1.0769128645710439e-7,0.999999958718608,4.225483778097922e-8,0.9999999190909246,,0.6001228875240586,0.9999998655859331,0.9999999003764134,0.3125663887383934,4.0256530935661634e-8,0.9999999763344086,,0.9999999057128972,8.474214570107643e-8,0.9999999173040808,0.5,
38,0.9413629009114876,0.8758001466695151,0.8110123808277068,0.16959058111841957,0.8348832968399663,0.9003606928020468,0.9072224606174579,0.8094981171789563,0.9027877693387768,0.7786030060192523,1.0000000075214286,0.9813016331734813,0.43439269597245167,0.8752590389659357,0.8342621536595531,0.6109604446925946,0.8259438037155846,0.9153802462095675,0.8722991476503273,0.23335599672186666,0.8603156832300328,0.8114661575421968,0.9923942193329907,0.778237915357382,0.502374847887627,0.6543164438947551,0.7935968569490542,0.9888337676959467,1.0000000094304664,0.5874193647052562,0.9919993642256617
39,0.7586966122762632,1.089443755912621e-7,0.9999999872560627,0.9999999190909247,0.4053651728531191,,0.9999999190909247,0.9999999765786727,0.9999999645454581,0.9999999933631857,0.35447996053018016,0.9999998970144707,2.030302876951341e-8,0.9999999789043581,4.016362202340187e-8,0.9999999159580923,0.5,8.090907625106718e-8,0.9999999985786575,4.488218621690754e-8,0.4354981886515056,0.9999998732987112,0.4288156099232436,0.9999999788591102,0.9999999750628685,0.9999999601685129,1.0108558818337673e-7,0.9999999703994739,0.9999999190909247,0.9999999190909247,0.9999999788964367
40,0.859419123158555,0.9999999952131212,0.4124140524312013,0.47737106368427057,0.4446582997588377,0.814490420987318,0.7229269399574348,0.6722343232962273,0.9999999809976414,0.5813752389115646,0.6206681732122222,0.9405556816165135,0.8114102825155763,0.5491589905174773,0.3798064109517836,0.9075364878250883,0.7852617562089731,0.5356171783084515,1.000000006094705,0.9999999777233192,0.9367679685879757,0.6973902572445203,0.7119180850891773,0.7623930609770957,0.43434020554673947,0.9999999987723727,0.9999999942712118,0.7028458669260997,0.961794275233115,0.5944067521603069,0.9211232575004192
41,4.30673895117935e-8,,8.090907528925911e-8,,,0.9999999183981207,,0.9999999190909247,,0.4577024575354288,,,,,0.9999999099773159,0.9999999063008942,,,0.9999999540606908,,,,,,8.090907529174555e-8,8.090907528925911e-8,,,0.9999999190909247,,0.9999999190909247
42,0.565398715315873,0.7721636589410878,0.9999999190909247,,0.49999999943995993,0.9999999812929875,0.9999999190830048,0.9999999968534394,0.999999978135445,0.5915811106810475,0.9999999791747185,8.090907528925911e-8,0.7142857124169253,0.9999999853124505,0.9999999572630508,0.9999999865496485,3.545454178477183e-8,0.9999999796969712,0.99999997760075,6.525963073375297e-8,3.009778054354289e-7,0.9999999622734206,0.9999999899435378,0.1423020814553401,0.7357109409569628,0.9999999917939081,0.7081753595965092,0.8324917662155645,0.7018685858451481,,0.9999999872727209
43,1.6709209019989561e-9,0.6959168257504694,0.9999999935088568,1.4343084257681647e-8,0.8816559050690365,0.6694081100487265,0.9304474640939858,1.0000000031174634,0.999999998486598,0.3364977153013844,0.999999984095156,0.9999999947889748,0.4571045001206754,0.5269170397604007,0.9999999956922403,0.7481564642006192,0.30831352178189303,0.9999999964623834,0.680880765186069,0.9999999987443722,0.9999999843730455,0.8206593301375904,0.694608702377886,1.0466712798778284e-8,0.5384729355988749,0.8258391597452139,0.7748386093637541,0.5701437329298649,0.9283017995581071,0.7850008213722943,0.9999999944383524
44,0.9999999942268926,0.5967426225586637,0.9999998840248409,0.9999999870948669,0.9999999645454579,0.3724829165726898,1.0000000013891555,0.72106077253468,0.7630066116915926,1.000000000430748,0.8381584279343243,0.8879991298351694,4.026561121789435e-8,0.8252112924026047,0.7999999904092717,0.8589617090046281,0.5999999983443746,0.9999999918181822,0.9999999938926307,0.9999999780965687,0.8779537885444101,0.786993951750607,0.9999999918193747,0.7474609854006903,1.0000000007849643,0.9999999906312833,0.7210249451473874,0.7468558059296727,0.9999999896599103,0.5214863585803678,0.7687778628952976
45,8.090907528925911e-8,,,,,0.9999999120555015,0.9999999190909247,0.9999999190909247,0.9999996761428731,0.9999999190909247,,,,,,,,8.090907528948147e-8,0.9999999190909247,0.999999882902394,0.9999999190909247,,,,8.090907528925911e-8,,,,8.090907528925911e-8,3.545454177686007e-8,
46,9.231532151862079e-8,0.9999999190909247,,,,,,,,0.9999999634982438,,,8.090907528925911e-8,8.090907528925911e-8,,,,,0.5,,0.9999998947436988,0.9999999146630068,0.5,,0.9999999190909247,9.368253494439378e-8,1.1143560724699581e-7,,,,
47,9.231532151862079e-8,0.9999999190909247,,,,,,,,0.523582014403705,,,0.9999999190909247,0.9999999190909247,,,,,0.9999999645454581,,0.9999998947436988,0.9999999146630068,0.5,,0.9999999190909247,0.999999906317465,1.1143560724699581e-7,,,,
48,0.2767193269944372,1.00000000469637,0.7922224055987457,0.7360831508085119,0.8638354310829285,1.0000000065082868,1.0000000046772515,0.863549301231386,0.8868304959828743,0.9999999916430145,0.9999999975299869,0.7748857224337572,0.6198247217586758,0.83428031942409,1.0000000041194461,0.9478259662972878,0.17052328384651755,1.0000000056174534,0.8051887664286649,0.9485990016220587,1.000000004832376,1.000000003639526,0.9278909624516261,9.13965060191227e-9,0.9105176153276785,0.8534230383479224,0.8962082772320297,0.5718573194674292,0.9999999978402139,0.8642967815662836,1.00000000650464
49,0.8201478021176892,0.8596821573624416,0.8804172711470134,0.8970393198007691,0.49487809029915303,0.8292026933965185,0.9719677731545869,0.8127298629246847,1.0000000052226288,0.9665833707228058,0.7658775859786134,0.7303756037742114,0.23830639483523683,0.6731784212668502,0.8008989590917722,0.8092231713908682,0.931596783389732,0.8733428805676876,0.7065827020966261,0.5671476043029835,0.9132136114900145,1.0000000044718114,0.9253133126719912,0.9534739940872132,0.4424434024050272,0.857390067472918,0.8467333555402582,0.819849862042377,0.9487290902446025,0.8074501638156293,0.5637389670076123
50,0.3760527180072247,0.7509828566623813,0.6664991850262484,0.6877496142307533,0.2969912712569284,0.7215758460176628,0.7624664046776582,0.7589374654773192,0.6023349183931359,0.66057655833871,0.6880570188059102,0.7185068482431946,0.725052724567949,0.6323219480838704,0.6753411188807884,0.6743527488052338,0.5438733466209369,0.0785440686671756,0.8105044816270723,0.9156905257179514,0.7515721762720943,0.6674629852845697,0.6601318768945809,0.2501164666635634,0.3889808196345026,0.30593065782970746,0.5245996377034192,0.7154443342197043,0.9843837699173202,0.5166560343935436,0.5365942250505004
51,8.358531756271577e-8,,,2.2332589166317915e-7,,,,,,,,0.999999918114301,0.9999999631310047,,,,,0.9999997508511845,0.9999999780091281,0.4999999999506474,0.999999919073022,,,8.804039082245913e-8,0.9999999644851424,,,,,8.090907528925911e-8,
52,0.9999999190909247,0.49051121859685054,,,,,,0.9999999190909247,0.9999999106872203,0.9999999645454581,8.760638394567266e-8,0.999999882213592,0.9999999190909242,0.9999999190909247,0.9999999190909247,0.9999999645454581,8.090907528925911e-8,,0.9999999190909247,9.053759731439732e-8,0.9999999644768436,,0.9999999480209708,0.49956318995066185,8.090907528925911e-8,0.9999999190909247,0.9999999176499557,0.49928267187736586,,0.9999999645454581,1.5671168318395313e-7
53,8.090907528925911e-8,0.99999996951187,,,,,,,,,,0.999999882213592,,,,8.090907528925911e-8,8.090907528925911e-8,,8.090907528925911e-8,9.053759731439732e-8,0.9999999190909247,,0.9999999190909247,8.102602971219907e-8,,,,0.9999999645128758,,0.9999999190909247,0.9999998432883167
54,0.9999999812232131,0.2688248022045742,1.0000000047464346,0.7847304391364686,-3.519413164800496e-9,0.7270122929753202,1.0000000061737115,1.3559998279797077e-7,0.9999999959664037,0.22032535082887947,0.08760568400496097,0.9611163099005968,0.8659970991480948,0.20184221920098586,0.45202695450984015,0.5997731157411649,-1.3033371797692996e-9,1.0000000067733692,0.5789374502438199,0.8290014057167143,0.9999999837063817,0.9999999854289355,0.9999999965579461,0.6532156947254527,0.19192360091222765,0.7358921121312001,1.000000005898447,0.6723774215461453,0.9069830160327835,1.0000000075832907,0.6853856992983883
55,0.6356512756538623,0.7345985334931361,0.557012812118921,0.7503356981960999,0.6229409720807453,0.7131341453149362,0.7857761329630897,0.8974195390627152,0.9999999980097477,0.6494378321551052,1.0000000004578073,0.9999999925814514,0.9617990730479677,0.6419420194856358,0.9999999970444242,0.9323600525115057,0.948406611426745,0.8201988581013522,0.752130334198376,0.841812793733815,0.9999999998219276,1.0000000018798667,0.9002118512798113,0.8100656313675487,0.4247175213581944,0.7008035245423848,1.0000000034412784,1.000000002679381,0.9153758882520281,0.7692438869120815,1.000000003847579
