name,modern,playful,clumsy,sharp,graceful,angular,strong,attention-grabbing,artistic,attractive,complex,calm,friendly,happy,legible,sloppy,warm,delicate,charming,formal,wide,disorderly,gentle,technical,boring,pretentious,bad,dramatic,thin,fresh,soft
Nobile-Medium,-22.806610624611736,-32.31322457968932,-14.19275861402102,-18.72475293958895,-46.13536833777518,-3.573694411164824,51.39557976616647,41.9147281703801,-38.20346369485824,2.062876702276693,-4.101376327456295,4.828710400284412,12.170030653037363,27.073098802612954,37.913657990467286,-19.953536967280773,32.10742328462798,-50.28830086070169,-61.919422021299,9.382986518433306,4.255154156449363,-5.396586207047865,-83.07934612661523,-3.761271707182096,48.62725512106282,5.537494295650059,-1.0452349572982935,-12.174928719123013,-26.438980297083127,39.93147135335752,-0.9966583235340193
Orbitron-Medium,30.765463419823174,-27.57610556377632,79.81044319851182,-23.435145636259985,-61.82781881118939,-3.879905174403374,2.5733045178780425,40.54673989379221,-11.238588445360543,-0.3397308735290079,-0.4413082407211277,0.4706627489474216,-30.072174835892156,-77.07766755058276,-43.421394046657134,-20.845665431128296,-24.4040156025068,-39.2991288994902,-99.97096574502622,3.2141342540923197,24.8735955893265,-2.2013430390007933,-23.554344806859003,1.9529195050545467,29.975562597911022,3.4424955746456156,26.23908602273355,42.6779026027827,-9.703981582491759,-88.26846661890727,-22.30657423779692
Trochut-Italic,13.505839984390008,-27.40421620402755,82.57597820769304,-19.83421498431335,-44.39858813925585,6.072541721476387,-31.306047525059306,3.310367092075826,22.65095250255388,1.9595287343052314,-0.03286840247547705,6.714780800820426,10.98487312431371,62.23948968786345,-44.08157616254686,21.511017031943076,-46.45949998036603,21.77222948372207,-60.65752834922373,4.0208667503409,-59.263548279128514,39.74540491795148,-16.14451654114915,2.714236706572581,-17.366145133087084,-43.84698208068028,4.509501692409651,33.99922654634835,20.341548114863755,-30.45549206994832,3.5093953780644984
Asap-Regular,-22.60932732854254,-31.72403154171322,-84.81671741303195,-19.202450916278433,45.46249707074222,-3.4491483857029372,-24.939891256248174,-17.34446366240679,-16.41038926482496,1.315937749235616,-4.966362818968169,6.764016842343091,65.5472100091731,-38.926644424934175,36.81808261536287,-21.26290799501649,13.547623330620944,19.382348937326704,-19.636068652011566,9.8953900172125,-0.8356267680203441,-6.753699003211406,40.50495359996241,-5.300124555945967,65.95041563192333,-47.14249139524048,-4.856303785663143,-17.41161554487534,19.148450408012433,74.94330711235095,2.009251585188805
IM_FELL_French_Canon_Roman,-21.760196544027323,-31.180573276828643,-50.593644777394324,81.01464290297422,72.64889460147471,-2.9659496410763473,-26.98419798772107,-33.82599872476756,-15.353588633901868,0.009676002268935857,-3.242757656776378,8.938808461382921,68.6706547348133,12.073462279826783,34.173088060381545,-21.342218823466048,-26.05632180060069,63.69205612471231,45.62655393824603,10.471515879494637,-0.03150069711683493,-4.334599253530592,-17.47022383152563,-5.361345871439827,62.54685185823819,-46.704149230821585,-2.5980505807025387,-38.192845319958366,20.316206314697972,24.800130392138065,5.079033843093697
MergeOne-Regular,-44.02240473861679,65.02292473644972,25.48793172076885,-25.766388886883956,-88.05201768575685,-2.961089547756324,-28.741602980416744,-62.648193291899425,-16.660992223542255,-22.541622302410975,-0.9585152779378784,4.190352481455062,-73.61533503070724,-62.70838443992198,-30.373261445571494,-19.372324508461794,-46.712720508840576,-32.94222363721684,-82.12003604302991,5.82833180664536,-0.5115410026512976,0.32803236709359074,-17.431922906322253,0.819239324894317,-42.470990701757756,-49.907553929897354,24.767560660398075,-12.144287464633535,18.294666230942138,-61.1687541244349,-1.721926999338439
RobotoCondensed-Light,-23.57597573437151,-34.34617961907904,-48.69008748424274,61.9605233505975,-88.48656462908451,-4.097064889097631,-32.75242545848996,-35.62571332912144,-16.447593089196385,-2.2718832114911307,-25.51891440965661,32.014218955109435,66.31325807534967,-51.55832506184092,35.35882447653012,-19.853496355998093,-47.35934775467224,66.25495189569669,-55.677554086181495,9.43695122790375,-4.470106436102746,-4.172068086229445,74.46386569900748,-4.1957030965224815,31.094550720986668,-49.356059126820334,-0.43541660839038127,-54.81357935737387,24.73436042306281,4.452354829648003,27.25987295048276
ArchivoNarrow-Regular,-22.887212860454575,-32.58480309607609,18.146847730547766,-11.981888793294198,-45.108222650280936,-3.21126903508151,-25.71130320558494,35.49262338875826,-16.444598759768137,0.1912139262148326,-4.384702360223935,8.620141216366509,35.70180210435543,-74.61948245449862,37.85367742922576,-20.041998871034966,-70.01504086234297,19.38394409902678,-57.1173505433052,9.18646020470017,-24.13705298153299,-6.906328426695666,-64.7078795577115,-10.9572814505505,31.793189498673463,-47.41832572809209,-0.7083864656932782,-16.44915728375215,19.030692159396157,47.76295871961071,3.127527146271888
HeadlandOne-Regular,-22.669416570283463,-29.624795091371634,-49.85121475961111,-18.646559065889257,-46.49792354776372,-3.5386922896917072,-23.378522238423578,40.25985515858769,-14.594468956061739,3.470737361630234,-3.2878695904597217,6.706206886552273,70.02753259230231,-20.896440703427565,37.14784260446262,-21.22607768282324,-0.48194937220302025,20.246279390138685,0.5976938505061837,7.873960899663747,54.00653288678602,-7.030925140255649,-16.294036589757688,-1.8190001518495234,45.547905351459775,-46.73929338042117,-2.0868816336597207,-13.959536541960643,15.580562944702006,81.0946694602906,-0.450409335149887
Muli,-23.968894389350073,-32.10682848559835,-53.624005445438726,-12.759238342473594,-63.18595563943276,-2.482379009201979,-25.975404482191312,0.37066981027483964,-15.764722389819482,1.8045932224332963,-5.053292691606445,7.469246384638551,68.0862394146666,-64.16831147971746,36.29829949357193,-22.143795195573794,-45.91138772781263,25.997984236236913,-66.94511844988695,10.772402146666558,0.08944072775810495,-5.748845489311448,21.303183357301915,-27.555120421429695,60.51625731433285,-49.31904548128667,-1.1816828474633534,-16.620401920954638,19.147436561405804,63.36717884274183,4.646961298199273
