seed,count,less_count
512,19000,28655
512,19500,29608
512,19900,30271
356,200,223
356,300,394
356,400,548
356,500,715
356,600,875
356,700,1039
356,800,1193
356,900,1328
356,1000,1585
356,1500,2362
356,2000,3085
356,2500,3815
356,3000,4685
356,3500,5464
356,4000,6287
356,4500,7043
356,5000,7734
356,5500,8584
356,6000,9236
356,6500,10007
356,7000,10767
356,7500,11440
356,8000,12108
356,8500,12817
356,9000,13516
356,9500,14265
356,10000,15306
356,10500,16049
356,11000,16845
356,11500,17446
356,12000,18486
356,12500,19144
356,13000,20049
356,13500,20925
356,14000,21586
356,14500,22178
356,15000,22886
356,15500,23496
356,16000,24425
356,16500,25185
356,17000,25988
356,17500,26596
356,18000,27404
356,18500,28030
356,19000,28664
356,19500,29453
356,19900,29984
707,200,356
707,300,476
707,400,587
707,500,701
707,600,898
707,700,1044
707,800,1159
707,900,1303
707,1000,1478
707,1500,2306
707,2000,2983
707,2500,3732
707,3000,4473
707,3500,5269
707,4000,5965
707,4500,6702
707,5000,7468
707,5500,8469
707,6000,9042
707,6500,9893
707,7000,10688
707,7500,11479
707,8000,12336
707,8500,13075
707,9000,13954
707,9500,14595
707,10000,15251
707,10500,16175
707,11000,16724
707,11500,17639
707,12000,18175
707,12500,18960
707,13000,19691
707,13500,20259
707,14000,21092
707,14500,21818
707,15000,22525
707,15500,23278
707,16000,23912
707,16500,24824
707,17000,25695
707,17500,26585
707,18000,27158
707,18500,27969
707,19000,28689
707,19500,29406
707,19900,29815
310,200,345
310,300,475
310,400,680
310,500,832
310,600,1044
310,700,1214
310,800,1364
310,900,1539
310,1000,1648
310,1500,2406
310,2000,3236
310,2500,3966
310,3000,4678
310,3500,5475
310,4000,6247
310,4500,6958
310,5000,7638
310,5500,8430
310,6000,9241
310,6500,9896
310,7000,10646
310,7500,11409
310,8000,12351
310,8500,13056
310,9000,13619
310,9500,14458
310,10000,15129
310,10500,15885
310,11000,16553
310,11500,17473
310,12000,18244
310,12500,19029
310,13000,19612
310,13500,20225
310,14000,21290
310,14500,21895
310,15000,22548
310,15500,23431
310,16000,24257
310,16500,24857
310,17000,25634
310,17500,26435
310,18000,27207
310,18500,28044
310,19000,28727
310,19500,29580
310,19900,30227
916,200,353
916,300,427
916,400,620
916,500,775
916,600,931
916,700,1069
916,800,1248
916,900,1336
916,1000,1580
916,1500,2429
916,2000,3099
916,2500,3818
916,3000,4669
916,3500,5355
916,4000,6075
916,4500,6911
916,5000,7618
916,5500,8372
916,6000,9070
916,6500,9882
916,7000,10584
916,7500,11445
916,8000,12218
916,8500,12755
916,9000,13695
916,9500,14198
916,10000,15063
916,10500,15584
916,11000,16772
916,11500,17349
916,12000,18203
916,12500,18911
916,13000,19832
916,13500,20464
916,14000,21312
916,14500,21805
916,15000,22762
916,15500,23410
916,16000,24366
916,16500,25247
916,17000,25675
916,17500,26510
916,18000,27294
916,18500,28097
916,19000,28668
916,19500,29689
916,19900,30115
650,200,281
650,300,473
650,400,579
650,500,741
650,600,887
650,700,965
650,800,1186
650,900,1395
650,1000,1478
650,1500,2253
650,2000,2991
650,2500,3874
650,3000,4552
650,3500,5292
650,4000,5984
650,4500,6798
650,5000,7526
650,5500,8349
650,6000,9155
650,6500,9852
650,7000,10756
650,7500,11287
650,8000,12198
650,8500,12943
650,9000,13600
650,9500,14414
650,10000,15110
650,10500,15969
650,11000,16687
650,11500,17341
650,12000,18259
650,12500,19025
650,13000,19798
650,13500,20435
650,14000,21346
650,14500,22134
650,15000,22658
650,15500,23556
650,16000,24165
650,16500,24898
650,17000,25693
650,17500,26526
650,18000,27211
650,18500,27837
650,19000,28683
650,19500,29517
650,19900,30314
209,200,357
209,300,469
209,400,599
209,500,810
209,600,985
209,700,1152
209,800,1280
209,900,1417
209,1000,1577
209,1500,2374
209,2000,3141
209,2500,3892
209,3000,4674
209,3500,5424
209,4000,6114
209,4500,6922
209,5000,7582
209,5500,8313
209,6000,9062
209,6500,9825
209,7000,10639
209,7500,11475
209,8000,12159
209,8500,13002
209,9000,13875
209,9500,14624
209,10000,15188
209,10500,15910
209,11000,16636
209,11500,17411
209,12000,18195
209,12500,18872
209,13000,19486
209,13500,20428
209,14000,21182
209,14500,21909
209,15000,22732
209,15500,23461
209,16000,24166
209,16500,24870
209,17000,25594
209,17500,26442
209,18000,27355
209,18500,28176
209,19000,29235
209,19500,29947
209,19900,30273
503,200,284
503,300,493
503,400,607
503,500,755
503,600,962
503,700,1123
503,800,1245
503,900,1392
503,1000,1546
503,1500,2138
503,2000,2925
503,2500,3884
503,3000,4490
503,3500,5206
503,4000,6004
503,4500,6776
503,5000,7665
503,5500,8296
503,6000,8918
503,6500,9852
503,7000,10652
503,7500,11280
503,8000,12015
503,8500,12988
503,9000,13780
503,9500,14575
503,10000,15126
503,10500,15852
503,11000,16607
503,11500,17482
503,12000,17876
503,12500,18841
503,13000,19808
503,13500,20213
503,14000,21220
503,14500,22089
503,15000,22560
503,15500,23473
503,16000,24044
503,16500,25096
503,17000,25870
503,17500,26747
503,18000,27198
503,18500,28453
503,19000,28789
503,19500,29509
503,19900,30105
480,200,346
480,300,470
480,400,596
480,500,718
480,600,873
480,700,1018
480,800,1188
480,900,1312
480,1000,1492
480,1500,2227
480,2000,3080
480,2500,3788
480,3000,4602
480,3500,5180
480,4000,5810
480,4500,6513
480,5000,7252
480,5500,8094
480,6000,8999
480,6500,9729
480,7000,10320
480,7500,11168
480,8000,11914
480,8500,12550
480,9000,13506
480,9500,14247
480,10000,15042
480,10500,15641
480,11000,16492
480,11500,17397
480,12000,18179
480,12500,18708
480,13000,19501
480,13500,20294
480,14000,20895
480,14500,21817
480,15000,22744
480,15500,23275
480,16000,24049
480,16500,25268
480,17000,25645
480,17500,26342
480,18000,27245
480,18500,27985
480,19000,28287
480,19500,29306
480,19900,30232
408,200,244
408,300,415
408,400,575
408,500,735
408,600,889
408,700,984
408,800,1193
408,900,1327
408,1000,1472
408,1500,2201
408,2000,2892
408,2500,3746
408,3000,4311
408,3500,5003
408,4000,5575
408,4500,6463
408,5000,7104
408,5500,7970
408,6000,8779
408,6500,9646
408,7000,10339
408,7500,11207
408,8000,11895
408,8500,12593
408,9000,13529
408,9500,14195
408,10000,14906
408,10500,15839
408,11000,16537
408,11500,17470
408,12000,18206
408,12500,18882
408,13000,19700
408,13500,20617
408,14000,21288
408,14500,22152
408,15000,22781
408,15500,23333
408,16000,24242
408,16500,25143
408,17000,25672
408,17500,26343
408,18000,27235
408,18500,28091
408,19000,28621
408,19500,29579
408,19900,30088
714,200,299
714,300,387
714,400,518
714,500,702
714,600,825
714,700,900
714,800,1065
714,900,1144
714,1000,1332
714,1500,2102
714,2000,2741
714,2500,3613
714,3000,4402
714,3500,5134
714,4000,5839
714,4500,6690
714,5000,7328
714,5500,8280
714,6000,8990
714,6500,9762
714,7000,10527
714,7500,11546
714,8000,12405
714,8500,12751
714,9000,13548
714,9500,14384
714,10000,15042
714,10500,15678
714,11000,16551
714,11500,17290
714,12000,18040
714,12500,18693
714,13000,19613
714,13500,20401
714,14000,21238
714,14500,21982
714,15000,22597
714,15500,23297
714,16000,24227
714,16500,24980
714,17000,25615
714,17500,26678
714,18000,27385
714,18500,28234
714,19000,28634
714,19500,29561
714,19900,30004
323,200,302
323,300,475
323,400,583
323,500,702
323,600,814
323,700,1050
323,800,1230
323,900,1312
323,1000,1550
323,1500,2287
323,2000,2955
323,2500,3828
323,3000,4604
323,3500,5219
323,4000,6035
323,4500,6801
323,5000,7496
323,5500,8335
323,6000,9047
323,6500,9697
323,7000,10421
323,7500,11189
323,8000,11924
323,8500,12811
323,9000,13621
323,9500,14458
323,10000,15102
323,10500,15845
323,11000,16680
323,11500,17514
323,12000,18222
323,12500,18987
323,13000,19810
323,13500,20660
323,14000,21449
323,14500,21973
323,15000,22789
323,15500,23679
323,16000,24241
323,16500,25317
323,17000,25688
323,17500,26551
323,18000,27431
323,18500,28016
323,19000,28727
323,19500,29489
323,19900,30217
805,200,253
805,300,458
805,400,663
805,500,786
805,600,916
805,700,1064
805,800,1271
805,900,1461
805,1000,1604
805,1500,2435
805,2000,3133
805,2500,3887
805,3000,4624
805,3500,5421
805,4000,6183
805,4500,6985
805,5000,7572
805,5500,8323
805,6000,9130
805,6500,9932
805,7000,10728
805,7500,11463
805,8000,12271
805,8500,12942
805,9000,13800
805,9500,14704
805,10000,15526
805,10500,16310
805,11000,17054
805,11500,17725
805,12000,18448
805,12500,19173
805,13000,20067
805,13500,20845
805,14000,21456
805,14500,22159
805,15000,23044
805,15500,23733
805,16000,24414
805,16500,25163
805,17000,25891
805,17500,26513
805,18000,27492
805,18500,28282
805,19000,28908
805,19500,29812
805,19900,30078
