user_id,disagree,total
1,0,4
2,1,48
3,0,4
4,0,4
5,11,169
6,39,781
7,33,526
8,0,4
9,4,102
10,6,30
11,0,4
12,7,78
13,2,23
14,0,4
15,4,39
16,3,21
17,51,788
18,1,17
19,1,4
20,33,602
21,30,565
22,8,155
23,4,67
24,7,182
25,31,572
26,22,391
27,5,41
28,9,147
29,32,595
30,24,433
