user_id,disagree,total
1,46,800
2,48,800
3,48,800
4,46,800
5,46,800
6,42,800
7,57,800
8,54,800
9,40,800
10,46,800
11,48,800
12,42,800
13,52,800
14,48,800
15,47,800
16,50,800
