userNumber,value
2,0.06865422652789889
3,0.12592557917198505
4,0.04799499563316387
5,0.049954427835428826
6,0.10977509767134828
7,0.0009351733723277752
8,0.09090382135009467
9,0.15218194904559307
10,0.08039693654066692
11,0.08487700126228628
12,-0.014551110313665102
13,0.10775860348859043
14,0.0860849186570375
15,0.06600419656203832
16,0.061101260314294296
17,0.02536751904712583
18,0.053937726571513904
19,0.09347419739476917
20,0.02935892265917648
21,0.11126361218430535
22,0.10789957759442667
23,0.11432234936286186
24,0.1461787291714975
25,0.05792745571899298
26,0.07909775746730117
27,0.09989802800481994
28,0.051693849149843055
29,0.07655440677187246
30,0.1659544818773253
31,0.1251828982501782
32,0.12648738268131085
33,0.13637478804204128
34,0.1102545827266409
35,0.1293277558598604
36,0.06663752415160701
37,0.05823150502098308
38,0.10436542862911453
39,0.08032498518113376
40,0.06974016427646
41,0.04911368850897673
42,0.1168148077440324
43,0.08981689473082523
44,0.11618591299749664
45,-0.005654090392377057
46,0.1092457069531563
47,0.9999999113676745
48,0.13872498316385454
49,0.09774099397267945
50,0.03762589311915074
51,0.9999999583737808
52,0.0911158480479432
53,0.02469751315050483
54,0.04390258939948672
55,0.09973825734992355
56,0.04587856238647531
57,0.08295205984255898
58,0.021592998213026578
59,0.9999999512404351
60,0.10847075685264572
61,0.04738169129483134
62,0.11124285313063693
63,0.05637584670230216
64,0.23081501492169412
65,0.09057392843403075
66,0.06826815656367478
67,0.02807629203272516
68,0.0773804055603298
69,0.056857392160795044
70,0.08221988905744025
71,0.03070860686381048
72,0.11397280106919343
73,0.08286863144814197
74,0.07242025342002209
75,0.04139566324475131
76,0.08320188618759833
77,0.11329486884586029
78,0.09100198300746787
79,0.07609021746813929
80,0.06354762316414643
81,0.11591204149368718
82,0.008636636964103538
83,0.14805353615830175
84,0.16324263105435297
85,0.06648909248767045
86,0.017186102954740986
87,0.1699164468146681
88,0.08944981611490979
89,0.09518759798096259
90,0.06405082984609171
91,0.06988381853997223
92,0.1648263173009311
93,0.07733617871247662
94,-0.0007853716088203381
95,0.1027043093364795
96,0.013773644549329991
97,0.07446946492454173
98,0.9999999293428639
99,0.06839200246194324
100,0.12845075533727518
101,0.102598015675754
102,0.08956730254007293
103,0.16648487914102053
104,0.10283738205169639
105,0.1283274089422659
106,0.061943892097313935
107,0.09060576631896826
108,0.15192674729562794
109,0.08775632124253209
110,0.09546075696823235
111,0.06750172130529586
112,0.11893840310029108
113,0.1210379833824614
114,0.035432080110739006
115,0.11512253483475311
116,0.9999998732285813
117,0.09437068412365464
118,0.05741703455091995
119,0.030675646083572976
120,0.08208734377859583
121,0.027256360612560142
122,0.18908599579913332
123,0.09060690588330145
124,0.09755512730541427
125,0.13962866173990646
126,-0.035571314351150254
127,0.08815682753437433
128,0.06636372836554465
129,0.01790905808359041
130,0.12734306265668932
131,0.10541403554634433
132,0.06760086559450201
133,0.07737311394026981
134,0.07256614961510413
135,0.043121433420434
136,0.10935538158829539
137,0.06442466342976311
138,0.1346122226862642
139,0.0995822628466826
140,0.10680529907765747
141,0.10454137226010893
142,0.12201634264040541
143,0.2599374997884555
144,0.12762252765152043
145,-0.005660942576626132
146,0.058735235693795435
147,0.023696718140851506
148,0.0183223202775493
149,0.06711172450807745
150,0.06165044704838982
151,0.03069424584123533
152,0.030200339624162763
153,0.11819054256339825
154,0.0545086697287741
