userNumber,value
2,0.11274554775884343
3,0.2069675274868396
4,0.07796670351635955
5,0.08373493976364532
6,0.17983737844690428
7,-0.0009289753290938408
8,0.15048728288933344
9,0.25050845854613935
10,0.13225753651494382
11,0.1393546499319914
12,-0.02307060760951053
13,0.17688652168679417
14,0.13957195512253068
15,0.10688056253702759
16,0.09976674695009138
17,0.04062918078384569
18,0.0869633793733433
19,0.1535824747883716
20,0.04709209595644965
21,0.18658186264938337
22,0.16763985548268556
23,0.19174091433354457
24,0.2411285125189537
25,0.09450942289539632
26,0.12967125075540917
27,0.1672640615964918
28,0.08372258956691443
29,0.12560540177110202
30,0.2694997408693043
31,0.20354844563868266
32,0.20726831132535004
33,0.2234713096099271
34,0.1822636210955603
35,0.21094304040795825
36,0.10913236329581648
37,0.08781532646544168
38,0.17094247383221195
39,0.12888052068610886
40,0.11364981233371245
41,0.08168751972440984
42,0.18791674041422238
43,0.14731334921235995
44,0.1894551241735014
45,-0.00948808001912408
46,0.1846455786183248
47,49.99997152028869
48,0.22631985856329018
49,0.1603746948953436
50,0.061119496927168226
51,49.99997007897219
52,0.1482637966154227
53,0.04039212132372987
54,0.06994142476502795
55,0.16349864407852727
56,0.07066254298873786
57,0.1358271074774116
58,0.03542256220054228
59,49.999978970372375
60,0.17835831385098963
61,0.08083141687909311
62,0.19001684386710715
63,0.09289331259334417
64,0.38404726830858515
65,0.14851880000791137
66,0.11194400321545288
67,0.044757049862844456
68,0.12674969817748905
69,0.09331671428994805
70,0.1331216152095661
71,0.043316402858945474
72,0.19300659708485884
73,0.13502544812138206
74,0.11835888512985437
75,0.06497188366044171
76,0.13692315452359888
77,0.18816944173365105
78,0.14708285108072464
79,0.12517177699036816
80,0.10067971206076451
81,0.19309870454574854
82,0.016962349426128363
83,0.24380279879507577
84,0.2639122011383502
85,0.10892577267054054
86,0.028152604870417777
87,0.28416292460045905
88,0.15765532588123496
89,0.15574770432299803
90,0.10544241526093545
91,0.11264801554079239
92,0.27282261531963764
93,0.12675387227113125
94,-0.008528155135627685
95,0.16635385591878077
96,0.019928039480667965
97,0.12175344094705434
98,49.999871214509426
99,0.11101745284357119
100,0.2035778580586628
101,0.16765479227651636
102,0.1441225431400166
103,0.24992197375984843
104,0.16894178618808417
105,0.21586380421474227
106,0.10073207655170771
107,0.14902425519248835
108,0.25863076324032663
109,0.1461519633463266
110,0.15483751708847646
111,0.11015839879756913
112,0.1954122872919521
113,0.19975148776014184
114,0.05850540493018467
115,0.19038498896508033
116,49.99990978829249
117,0.1535262857917876
118,0.09416934185954207
119,0.05025670663688478
120,0.13478721119366488
121,0.04350698242944432
122,0.3162373202618663
123,0.1497750962918691
124,0.1603442960541336
125,0.235806691828475
126,-0.057476051206745246
127,0.14568331620401945
128,0.10786055255542515
129,0.02761433711842094
130,0.21491587100781073
131,0.16991717844235707
132,0.11071311756989395
133,0.12609677390387752
134,0.11922832589483591
135,0.06335992176211096
136,0.18355508396013717
137,0.10434709261008868
138,0.2205864586573692
139,0.1648886685297942
140,0.1752498417939752
141,0.1703863911537054
142,0.20142644370713758
143,0.43973545642664197
144,0.21370518014249756
145,-0.006850541865297986
146,0.09504354901331032
147,0.04100566453940061
148,0.03240229371230713
149,0.11004179574142953
150,0.09992406371586116
151,0.052052135489263816
152,0.04906313992570939
153,0.19902459411974469
154,0.08897657782117399
155,0.15853628776121206
156,0.2460999371254891
157,0.33515281724071766
158,0.15955934408510886
159,0.2174787631614668
160,49.999948925721085
161,49.9999902718945
162,0.05791239980171834
163,0.11001745008174177
164,0.2072946018402932
165,0.0803245075763617
166,0.19926730820136582
167,0.11152451412778598
168,0.14121600506995763
169,0.23783522023108114
170,0.13432064701147717
171,0.07838894708810101
172,49.99995190152808
173,0.1377050233451169
174,0.16411500380132962
175,0.3209396825453713
176,0.23946330261962862
177,0.12717145469698857
178,0.06282318715319009
179,0.15625933983863324
180,0.008916281635297901
181,0.13035704768110562
182,0.24376020279010138
183,0.15511988145613642
184,0.1259160209871921
185,0.14347775231740886
186,0.4752062485027418
187,49.99994146466585
188,49.99998324765538
189,0.49234486692371326
190,0.08240858424398928
191,0.14471926607600955
192,0.32351560569191196
193,0.003632568495941624
194,0.0640206580675994
195,0.598210389319076
196,0.18416882949509436
197,0.1195798937891228
198,0.2359003596400171
199,49.99998524114101
200,0.08009857344729737
201,0.07325383809620128
202,0.2525321531020483
203,0.1563534669667119
204,0.0767192716637038
205,-0.06735168872837115
206,49.99995766264497
207,0.17335437054426445
208,0.3002011349391934
209,0.15595026748737406
210,0.07045720102737318
211,0.23335521585806715
212,0.13905414956488862
213,49.99996301401269
214,-0.008101084526618164
215,0.17966021689612785
216,0.2128551348866666
217,0.09083962593580691
218,0.2033597397418512
219,-0.0231484434425269
220,0.2622080709762407
221,-0.043998394356641574
222,0.18430494364236438
223,0.047304516978144556
224,0.06630384252222435
225,0.09732337736219275
226,0.045774478959870836
227,0.012541381959013524
228,49.99998763919855
229,0.13825716875820238
230,0.04159270177093244
231,0.09124355055325215
