user_id,disagree,total
1,48,800
2,51,800
3,45,800
4,50,800
5,46,800
6,47,800
7,54,800
8,48,800
9,50,800
10,46,800
11,46,800
12,54,800
13,47,800
14,48,800
15,38,800
16,50,800
17,40,800
18,33,800
19,57,800
20,42,800
21,42,800
22,46,800
23,52,800
24,46,800
25,54,800
26,48,800
27,52,800
28,42,800
29,47,800
30,48,800
31,41,800
32,48,800
