seed,count,less_count
192,10500,21121
192,11000,22046
192,11500,22820
192,12000,23955
192,12500,24777
192,13000,25824
192,13500,26859
192,14000,28005
192,14500,29319
192,15000,30334
192,15500,31429
192,16000,32692
192,16500,33579
192,17000,34458
192,17500,35339
192,18000,36430
192,18500,37520
192,19000,38289
192,19500,39192
192,19900,40278
3209,200,419
3209,300,669
3209,400,884
3209,500,1092
3209,600,1326
3209,700,1577
3209,800,1795
3209,900,2083
3209,1000,2296
3209,1500,3317
3209,2000,4286
3209,2500,5374
3209,3000,6371
3209,3500,7249
3209,4000,8248
3209,4500,9356
3209,5000,10423
3209,5500,11409
3209,6000,12400
3209,6500,13288
3209,7000,14139
3209,7500,15385
3209,8000,16307
3209,8500,17313
3209,9000,18437
3209,9500,19432
3209,10000,20327
3209,10500,21364
3209,11000,22319
3209,11500,23371
3209,12000,24425
3209,12500,25311
3209,13000,26231
3209,13500,27543
3209,14000,28115
3209,14500,29628
3209,15000,30709
3209,15500,31530
3209,16000,32432
3209,16500,33765
3209,17000,34589
3209,17500,35512
3209,18000,36690
3209,18500,37164
3209,19000,38265
3209,19500,39584
3209,19900,40139
27,200,427
27,300,658
27,400,801
27,500,949
27,600,1116
27,700,1319
27,800,1450
27,900,1733
27,1000,1878
27,1500,2936
27,2000,3941
27,2500,4770
27,3000,5938
27,3500,6815
27,4000,8021
27,4500,9161
27,5000,10058
27,5500,11045
27,6000,11890
27,6500,13082
27,7000,14121
27,7500,15249
27,8000,16303
27,8500,17033
27,9000,18066
27,9500,19209
27,10000,20033
27,10500,21230
27,11000,22219
27,11500,23242
27,12000,23995
27,12500,25091
27,13000,26183
27,13500,27411
27,14000,28445
27,14500,29435
27,15000,30278
27,15500,31375
27,16000,32433
27,16500,33410
27,17000,34570
27,17500,35470
27,18000,36198
27,18500,37606
27,19000,38665
27,19500,39386
27,19900,40378
947,200,365
947,300,516
947,400,709
947,500,923
947,600,1155
947,700,1365
947,800,1538
947,900,1749
947,1000,2007
947,1500,2987
947,2000,3901
947,2500,4949
947,3000,5928
947,3500,6883
947,4000,7890
947,4500,9045
947,5000,10255
947,5500,11300
947,6000,11891
947,6500,13186
947,7000,14082
947,7500,15176
947,8000,16090
947,8500,17271
947,9000,18115
947,9500,19259
947,10000,20145
947,10500,20995
947,11000,21770
947,11500,23029
947,12000,24307
947,12500,25278
947,13000,26256
947,13500,27396
947,14000,28720
947,14500,29580
947,15000,30506
947,15500,31416
947,16000,32455
947,16500,33401
947,17000,34324
947,17500,35490
947,18000,36422
947,18500,37501
947,19000,38437
947,19500,39522
947,19900,40475
783,200,410
783,300,593
783,400,831
783,500,932
783,600,1096
783,700,1351
783,800,1630
783,900,1745
783,1000,1945
783,1500,2912
783,2000,3870
783,2500,5001
783,3000,6107
783,3500,7023
783,4000,8071
783,4500,9242
783,5000,10152
783,5500,11112
783,6000,12110
783,6500,13129
783,7000,13992
783,7500,15042
783,8000,16030
783,8500,16986
783,9000,18380
783,9500,19328
783,10000,20319
783,10500,21393
783,11000,22220
783,11500,22962
783,12000,24334
783,12500,25196
783,13000,26366
783,13500,27518
783,14000,28069
783,14500,29230
783,15000,30210
783,15500,31603
783,16000,32694
783,16500,33538
783,17000,34350
783,17500,35179
783,18000,36296
783,18500,37001
783,19000,38220
783,19500,39415
783,19900,40049
365,200,491
365,300,697
365,400,911
365,500,1161
365,600,1452
365,700,1610
365,800,1966
365,900,2152
365,1000,2374
365,1500,3353
365,2000,4390
365,2500,5426
365,3000,6258
365,3500,7111
365,4000,8142
365,4500,9290
365,5000,10258
365,5500,11295
365,6000,12210
365,6500,13111
365,7000,14278
365,7500,15295
365,8000,16268
365,8500,17316
365,9000,18507
365,9500,19690
365,10000,20555
365,10500,21695
365,11000,22811
365,11500,23884
365,12000,24688
365,12500,26002
365,13000,26669
365,13500,27435
365,14000,28809
365,14500,29686
365,15000,30602
365,15500,31452
365,16000,32834
365,16500,33726
365,17000,34440
365,17500,35461
365,18000,36508
365,18500,37369
365,19000,38397
365,19500,39020
365,19900,40340
723,200,471
723,300,693
723,400,877
723,500,1105
723,600,1375
723,700,1602
723,800,1824
723,900,2142
723,1000,2380
723,1500,3506
723,2000,4700
723,2500,5600
723,3000,6596
723,3500,7472
723,4000,8450
723,4500,9381
723,5000,10169
723,5500,11151
723,6000,12109
723,6500,13079
723,7000,14283
723,7500,15209
723,8000,16311
723,8500,16944
723,9000,18035
723,9500,19097
723,10000,20193
723,10500,21092
723,11000,22073
723,11500,23167
723,12000,24079
723,12500,25254
723,13000,26219
723,13500,27253
723,14000,28388
723,14500,29052
723,15000,30292
723,15500,31288
723,16000,32115
723,16500,33230
723,17000,33952
723,17500,35128
723,18000,36380
723,18500,37625
723,19000,38342
723,19500,39518
723,19900,40061
12,200,353
12,300,599
12,400,697
12,500,872
12,600,1066
12,700,1192
12,800,1378
12,900,1591
12,1000,1704
12,1500,2651
12,2000,3646
12,2500,4735
12,3000,5587
12,3500,6782
12,4000,7637
12,4500,8748
12,5000,9870
12,5500,10820
12,6000,11840
12,6500,12998
12,7000,13874
12,7500,14765
12,8000,15926
12,8500,16948
12,9000,17900
12,9500,18896
12,10000,19773
12,10500,20944
12,11000,21957
12,11500,23224
12,12000,24249
12,12500,25228
12,13000,26477
12,13500,27629
12,14000,28445
12,14500,29460
12,15000,30030
12,15500,31466
12,16000,32289
12,16500,33541
12,17000,34644
12,17500,35287
12,18000,36657
12,18500,37566
12,19000,38560
12,19500,39573
12,19900,40397
823,200,385
823,300,621
823,400,847
823,500,1022
823,600,1202
823,700,1520
823,800,1737
823,900,1922
823,1000,2187
823,1500,3136
823,2000,4128
823,2500,5033
823,3000,6457
823,3500,7349
823,4000,8372
823,4500,9467
823,5000,10291
823,5500,11356
823,6000,12340
823,6500,13399
823,7000,14372
823,7500,15299
823,8000,16587
823,8500,17505
823,9000,18625
823,9500,19386
823,10000,20359
823,10500,21359
823,11000,22149
823,11500,23323
823,12000,24551
823,12500,25201
823,13000,26511
823,13500,27546
823,14000,28325
823,14500,29187
823,15000,30368
823,15500,31567
823,16000,32512
823,16500,33629
823,17000,34760
823,17500,35603
823,18000,36809
823,18500,37605
823,19000,38212
823,19500,39501
823,19900,40142
713,200,351
713,300,567
713,400,667
713,500,845
713,600,1059
713,700,1323
713,800,1506
713,900,1741
713,1000,1953
713,1500,3033
713,2000,4026
713,2500,4911
713,3000,5921
713,3500,6856
713,4000,7931
713,4500,8966
713,5000,9735
713,5500,10754
713,6000,11838
713,6500,12937
713,7000,14123
713,7500,15073
713,8000,15946
713,8500,17117
713,9000,18199
713,9500,18957
713,10000,19695
713,10500,20899
713,11000,21610
713,11500,22517
713,12000,23484
713,12500,24366
713,13000,25660
713,13500,27127
713,14000,27925
713,14500,28981
713,15000,29886
713,15500,30846
713,16000,31681
713,16500,32891
713,17000,33937
713,17500,34901
713,18000,35911
713,18500,37100
713,19000,38306
713,19500,39177
713,19900,39762
832,200,309
832,300,491
832,400,728
832,500,960
832,600,1150
832,700,1399
832,800,1623
832,900,1855
832,1000,2016
832,1500,3051
832,2000,3961
832,2500,5121
832,3000,6037
832,3500,7139
832,4000,8258
832,4500,9114
832,5000,10264
832,5500,11157
832,6000,12211
832,6500,13089
832,7000,14138
832,7500,15331
832,8000,16452
832,8500,17348
832,9000,18355
832,9500,19502
832,10000,20591
832,10500,21397
832,11000,22528
832,11500,23603
832,12000,24542
832,12500,25626
832,13000,26274
832,13500,27408
832,14000,28151
832,14500,29343
832,15000,30612
832,15500,31267
832,16000,32589
832,16500,33384
832,17000,34627
832,17500,35578
832,18000,36468
832,18500,37374
832,19000,38570
832,19500,39679
832,19900,40231
512,200,400
512,300,648
512,400,873
512,500,1096
512,600,1271
512,700,1443
512,800,1642
512,900,1846
512,1000,2094
512,1500,3015
512,2000,3852
512,2500,4763
512,3000,5798
512,3500,6556
512,4000,7601
512,4500,8706
512,5000,9553
512,5500,10590
512,6000,11845
512,6500,12868
512,7000,13950
512,7500,14979
512,8000,16004
512,8500,16944
512,9000,18064
512,9500,19203
512,10000,20015
512,10500,21303
512,11000,22270
512,11500,23482
512,12000,24255
512,12500,25559
512,13000,26349
512,13500,27285
512,14000,28144
512,14500,29414
512,15000,30127
512,15500,31191
512,16000,32046
512,16500,33362
512,17000,34230
512,17500,35531
512,18000,36411
512,18500,37538
512,19000,38078
512,19500,39389
512,19900,40286
356,200,296
356,300,524
356,400,735
356,500,992
356,600,1193
356,700,1412
356,800,1599
356,900,1812
356,1000,2082
356,1500,3124
356,2000,4077
356,2500,5081
356,3000,6259
356,3500,7349
356,4000,8443
356,4500,9359
356,5000,10363
356,5500,11324
356,6000,12307
356,6500,13369
356,7000,14360
356,7500,15211
356,8000,16187
356,8500,17030
356,9000,18111
356,9500,19129
356,10000,20399
356,10500,21291
356,11000,22514
356,11500,23329
356,12000,24509
356,12500,25501
356,13000,26659
356,13500,27878
356,14000,28854
356,14500,29592
356,15000,30448
356,15500,31336
356,16000,32602
356,16500,33616
356,17000,34713
356,17500,35478
356,18000,36547
356,18500,37480
356,19000,38223
356,19500,39275
356,19900,40111
707,200,469
707,300,637
707,400,762
707,500,955
707,600,1175
707,700,1368
707,800,1554
707,900,1734
707,1000,1955
707,1500,3059
707,2000,3963
707,2500,5001
707,3000,5981
707,3500,6982
707,4000,7899
707,4500,8919
707,5000,9940
707,5500,11222
707,6000,12074
707,6500,13216
707,7000,14213
707,7500,15259
707,8000,16321
707,8500,17380
707,9000,18536
707,9500,19435
707,10000,20457
707,10500,21615
707,11000,22375
707,11500,23636
707,12000,24443
707,12500,25323
707,13000,26217
707,13500,27144
707,14000,28119
707,14500,29196
707,15000,29969
707,15500,31089
707,16000,31937
707,16500,33161
707,17000,34304
707,17500,35289
707,18000,36245
707,18500,37311
707,19000,38336
707,19500,39285
707,19900,39902
310,200,455
310,300,649
310,400,910
310,500,1142
310,600,1387
310,700,1638
310,800,1821
310,900,2019
310,1000,2219
310,1500,3219
310,2000,4239
310,2500,5267
310,3000,6243
310,3500,7278
310,4000,8348
310,4500,9280
310,5000,10219
310,5500,11283
310,6000,12329
310,6500,13177
310,7000,14219
310,7500,15275
310,8000,16337
310,8500,17304
310,9000,18144
310,9500,19266
310,10000,20140
310,10500,21261
310,11000,22093
310,11500,23339
310,12000,24374
310,12500,25360
310,13000,26176
310,13500,27022
310,14000,28208
310,14500,29107
310,15000,30202
310,15500,31177
310,16000,32381
310,16500,33071
310,17000,34194
310,17500,35116
310,18000,36265
310,18500,37359
310,19000,38390
310,19500,39538
310,19900,40294
916,200,462
916,300,574
916,400,808
916,500,1043
916,600,1224
916,700,1417
916,800,1650
916,900,1806
916,1000,2143
916,1500,3216
916,2000,4153
916,2500,5084
916,3000,6221
916,3500,7153
916,4000,8166
916,4500,9258
916,5000,10161
916,5500,11127
916,6000,12079
916,6500,13138
916,7000,14057
916,7500,15214
916,8000,16304
916,8500,16992
916,9000,18225
916,9500,18932
916,10000,20081
916,10500,20867
916,11000,22331
916,11500,23112
916,12000,24149
916,12500,25290
916,13000,26431
916,13500,27256
916,14000,28339
916,14500,29018
916,15000,30303
916,15500,31188
916,16000,32476
916,16500,33604
916,17000,34346
916,17500,35396
916,18000,36443
916,18500,37416
916,19000,38113
916,19500,39646
916,19900,40350
650,200,389
650,300,638
650,400,789
650,500,982
650,600,1173
650,700,1293
650,800,1593
650,900,1854
650,1000,1990
650,1500,2986
650,2000,3945
650,2500,5128
650,3000,6052
650,3500,7098
650,4000,7993
650,4500,9154
650,5000,10079
650,5500,11129
650,6000,12209
650,6500,13173
650,7000,14358
650,7500,15152
650,8000,16232
650,8500,17219
650,9000,18156
650,9500,19248
650,10000,20148
650,10500,21295
650,11000,22178
650,11500,23067
650,12000,24274
650,12500,25236
650,13000,26392
650,13500,27230
650,14000,28369
650,14500,29485
650,15000,30246
650,15500,31297
650,16000,32268
650,16500,33212
650,17000,34123
650,17500,35495
650,18000,36366
650,18500,37188
650,19000,38172
650,19500,39418
650,19900,40302
209,200,472
209,300,631
209,400,799
209,500,1059
209,600,1283
209,700,1527
209,800,1723
209,900,1890
209,1000,2149
209,1500,3201
209,2000,4166
209,2500,5186
209,3000,6221
209,3500,7212
209,4000,8066
209,4500,9205
209,5000,10066
209,5500,11075
209,6000,12116
209,6500,13146
209,7000,14174
209,7500,15402
209,8000,16225
209,8500,17369
209,9000,18573
209,9500,19557
209,10000,20252
209,10500,21243
209,11000,22183
209,11500,23211
209,12000,24278
209,12500,25097
209,13000,26029
209,13500,27166
209,14000,28187
209,14500,29121
209,15000,30383
209,15500,31162
209,16000,32288
209,16500,33292
209,17000,34223
209,17500,35246
209,18000,36518
209,18500,37402
209,19000,38950
209,19500,39638
209,19900,40397
503,200,381
503,300,657
503,400,799
503,500,1030
503,600,1276
503,700,1524
503,800,1673
503,900,1854
503,1000,2022
503,1500,2828
503,2000,3975
503,2500,5174
503,3000,6033
503,3500,6935
503,4000,7954
503,4500,9070
503,5000,10155
503,5500,11074
503,6000,11931
503,6500,13207
503,7000,14203
503,7500,15147
503,8000,16016
503,8500,17299
503,9000,18319
503,9500,19426
503,10000,20227
503,10500,21140
503,11000,22159
503,11500,23305
503,12000,23773
503,12500,25217
503,13000,26384
503,13500,27048
503,14000,28273
503,14500,29446
503,15000,30077
503,15500,31309
503,16000,32108
503,16500,33449
503,17000,34551
503,17500,35646
503,18000,36376
503,18500,37917
503,19000,38453
503,19500,39193
503,19900,39970
480,200,450
480,300,627
480,400,802
480,500,972
480,600,1171
480,700,1347
480,800,1567
480,900,1738
480,1000,1983
480,1500,2980
480,2000,4071
480,2500,5059
480,3000,6073
480,3500,6880
480,4000,7878
480,4500,8768
480,5000,9701
480,5500,10950
480,6000,12008
480,6500,12917
480,7000,13788
480,7500,14840
480,8000,15832
480,8500,16636
480,9000,18007
480,9500,18921
480,10000,20038
480,10500,20885
480,11000,22060
480,11500,23085
480,12000,24134
480,12500,24982
480,13000,26057
480,13500,26864
480,14000,27745
480,14500,29047
480,15000,30357
480,15500,31102
480,16000,32165
480,16500,33532
480,17000,34325
480,17500,35204
480,18000,36368
480,18500,37285
480,19000,37919
480,19500,39213
480,19900,40422
408,200,319
408,300,561
408,400,769
408,500,961
408,600,1181
408,700,1307
408,800,1577
408,900,1765
408,1000,1929
408,1500,2951
408,2000,3910
408,2500,4994
408,3000,5802
408,3500,6673
408,4000,7413
408,4500,8549
408,5000,9473
408,5500,10626
408,6000,11786
408,6500,12896
408,7000,13866
408,7500,14935
408,8000,15887
408,8500,16854
408,9000,17986
408,9500,18907
408,10000,19920
408,10500,20966
408,11000,22104
408,11500,23231
408,12000,24145
408,12500,25158
408,13000,26088
408,13500,27415
408,14000,28413
408,14500,29293
408,15000,30292
408,15500,31065
408,16000,32251
408,16500,33405
408,17000,34268
408,17500,35178
408,18000,36260
408,18500,37267
408,19000,37994
408,19500,39438
408,19900,40114
714,200,406
714,300,517
714,400,706
714,500,915
714,600,1104
714,700,1200
714,800,1416
714,900,1546
714,1000,1770
714,1500,2811
714,2000,3642
714,2500,4815
714,3000,5869
714,3500,6852
714,4000,7736
714,4500,8903
714,5000,9851
714,5500,11034
714,6000,12103
714,6500,13057
714,7000,14251
714,7500,15404
714,8000,16548
714,8500,17088
714,9000,18154
714,9500,19324
714,10000,19951
714,10500,21053
714,11000,22020
714,11500,23099
714,12000,24128
714,12500,25081
714,13000,26242
714,13500,27208
714,14000,28299
714,14500,29321
714,15000,30077
714,15500,31020
714,16000,32135
714,16500,33357
714,17000,34212
714,17500,35611
714,18000,36359
714,18500,37662
714,19000,38165
714,19500,39394
714,19900,39983
323,200,413
323,300,642
323,400,746
323,500,930
323,600,1089
323,700,1387
323,800,1628
323,900,1723
323,1000,2082
323,1500,3053
323,2000,3943
323,2500,5110
323,3000,6168
323,3500,6950
323,4000,8023
323,4500,9039
323,5000,9935
323,5500,11157
323,6000,11983
323,6500,12881
323,7000,13902
323,7500,14916
323,8000,15800
323,8500,17070
323,9000,18199
323,9500,19223
323,10000,20129
323,10500,21128
323,11000,22221
323,11500,23317
323,12000,24390
323,12500,25406
323,13000,26322
323,13500,27553
323,14000,28749
323,14500,29336
323,15000,30551
323,15500,31735
323,16000,32472
323,16500,33695
323,17000,34138
323,17500,35470
323,18000,36557
323,18500,37337
323,19000,38365
323,19500,39260
323,19900,40422
805,200,339
805,300,623
805,400,890
805,500,1016
805,600,1263
805,700,1454
805,800,1699
805,900,1925
805,1000,2110
805,1500,3223
805,2000,4226
805,2500,5122
805,3000,6154
805,3500,7233
805,4000,8235
805,4500,9336
805,5000,10102
805,5500,11131
805,6000,12189
805,6500,13240
805,7000,14268
805,7500,15287
805,8000,16469
805,8500,17292
805,9000,18311
805,9500,19564
805,10000,20625
805,10500,21722
805,11000,22699
805,11500,23601
805,12000,24589
805,12500,25641
805,13000,26841
805,13500,27771
805,14000,28630
805,14500,29739
805,15000,30611
805,15500,31635
805,16000,32563
805,16500,33546
805,17000,34379
805,17500,35373
805,18000,36625
805,18500,37671
805,19000,38518
805,19500,39716
805,19900,40226
