userNumber,value
2,0.08325869322119075
3,0.15229677201484212
4,0.05787975641040494
5,0.060999971797159123
6,0.13301158285200537
7,-5.5874711547407184e-5
8,0.11076313300727256
9,0.18528864699700245
10,0.09763283185259106
11,0.10296051632503195
12,-0.017254381015907625
13,0.1307838249420846
14,0.10379153949769346
15,0.0792815562420402
16,0.07385325666414523
17,0.030466662081339052
18,0.06463075501475772
19,0.1134221652238949
20,0.03520659667630776
21,0.13705974621515046
22,0.12557402485625066
23,0.14050404307571843
24,0.17790358072418752
25,0.06996905639127372
26,0.09588641334679227
27,0.12346449128050838
28,0.06215577234312898
29,0.09282427394434621
30,0.19947211010569973
31,0.15129536072992017
32,0.152971807803236
33,0.1650998655109993
34,0.13417793711136525
35,0.15631240911060787
36,0.08051554010519021
37,0.06568346730101161
38,0.1263178463396133
39,0.0958573962118142
40,0.0842642359966967
41,0.06040984346378965
42,0.1391399947031397
43,0.10881243711133418
44,0.14005251177623404
45,-0.00700867329998083
46,0.13643719230195073
47,6.145999135919774
48,0.1670524085724868
49,0.11838362421575913
50,0.04535896017100858
51,6.145999146172233
52,0.10998225550703264
53,0.02974389936007621
54,0.052109897669708936
55,0.1206263428574853
56,0.054022283288091145
57,0.10039056613120591
58,0.026172256092084036
59,6.1459993740293175
60,0.1306511348715064
61,0.058870823085969914
62,0.13743891369610936
63,0.06838462972856349
64,0.28300323483102524
65,0.10979530823653293
66,0.08272337551288562
67,0.03366066307018564
68,0.09373482989048486
69,0.06897128368416511
70,0.09854915787459768
71,0.035457405424763284
72,0.14172598257379673
73,0.09982711419032399
74,0.08790274334039967
75,0.04824515611264492
76,0.1010400114894329
77,0.13934599892893254
78,0.10931952930967435
79,0.09279276472235456
80,0.07533179363050602
81,0.1420284609367084
82,0.011811154992911807
83,0.1801279765582645
84,0.19564112941471706
85,0.08060006004947304
86,0.020851267499976317
87,0.20712555624049234
88,0.11340835403054456
89,0.11515250742422584
90,0.07769567820086958
91,0.08258275517404405
92,0.20244388885409254
93,0.09374983264454076
94,-0.003327357270690707
95,0.12354393689140104
96,0.015210182003965934
97,0.09000034148261038
98,6.145997498149432
99,0.08221227377774706
100,0.1537008698067695
101,0.12388583367825015
102,0.10712900643371895
103,0.18938833679222292
104,0.12489780477001151
105,0.15914022464110078
106,0.07466359771162728
107,0.11018000185956672
108,0.18867460338573597
109,0.10755316443317398
110,0.11451818515751021
111,0.08149021186504284
112,0.14411020074392633
113,0.147235600427224
114,0.04304245877694208
115,0.14021526471823972
116,6.145997491156421
117,0.1138248384767247
118,0.06918819486816591
119,0.03703314045825586
120,0.09954356798483445
121,0.03257597881817675
122,0.2337666780974954
123,0.11032724325494694
124,0.11788325164708653
125,0.17354055790035203
126,-0.04236452883730566
127,0.1075259065132919
128,0.0798183107634295
129,0.02095982961584369
130,0.15646672152971225
131,0.1261367551557874
132,0.08208282817530767
133,0.09345841690347231
134,0.08811991049448972
135,0.048928802007046704
136,0.13537383774437042
137,0.07733242131607122
138,0.16343156400668843
139,0.12179603991223346
140,0.12953879564212462
141,0.12606503341893951
142,0.1484944572812252
143,0.3209764723115479
144,0.15682588986782867
145,-0.005897150247216312
146,0.07068377780210333
147,0.02979040843974867
148,0.023059012867909023
149,0.08134977211845412
150,0.07425824654057377
151,0.03792233493782208
152,0.03633880422984726
153,0.14548799112711633
154,0.06595289158898382
155,0.11672789126636804
156,0.18086328067358118
157,0.24925583821341132
158,0.11783671299689288
159,0.16083510022830616
160,6.145998430832381
161,6.145999760272931
162,0.04281860576507946
163,0.08129825112091589
164,0.15406837214886426
165,0.05936532548506266
166,0.1476981016440976
